0,0,0,0,0,-0.030843,0.70643,-0.030843,0.70643,0,0,0,0
0.0070437,0,9.7851,0.79438,-0.023437,-0.030843,0.70643,-0.030843,0.70643,-9.014,3.4808,-1462,85467
0.014087,0,9.5997,0.86422,0.13519,-0.030843,0.70643,-0.030843,0.70643,-10.357,-2.2415,-1444.4,83936
0.021131,0,9.8204,0.80962,0.07512,-0.030843,0.70643,-0.030843,0.70643,-2.622,15.835,-1454.9,84050
0.028175,0,11.154,0.8735,0.10116,-0.030843,0.70643,-0.030843,0.70643,-8.9472,5.1639,-1487.8,83274
0.035219,0,72.751,6.3896,5.4176,-0.030843,0.70643,-0.030843,0.70643,-13.361,3.8061,-1451.3,84528
0.042262,0,78.334,6.9678,6.0579,-0.030843,0.70643,-0.030843,0.70643,2.4833,1.3329,-1494,86238
0.049306,0,80,7.022,6.2912,-0.030843,0.70643,-0.030843,0.70643,-1.4366,4.1203,-1459.2,84509
0.05635,0,104.82,9.1494,8.3509,-0.030843,0.70643,-0.030843,0.70643,-6.8541,-14.093,-1480.9,84123
0.063393,0,110.72,9.7009,8.8389,-0.030843,0.70643,-0.030843,0.70643,3.1691,-7.3985,-1457.8,84972
0.070437,0,116.32,10.23,9.3274,-0.030843,0.70643,-0.030843,0.70643,-12.554,-8.8408,-1483.2,84298
0.077481,0,120.34,10.594,9.9404,-0.030843,0.70643,-0.030843,0.70643,7.6202,-3.5464,-1493.6,85090
0.084524,0,123.53,10.811,9.8751,-0.030843,0.70643,-0.030843,0.70643,14.79,-2.2696,-1480.4,85028
0.091568,0,124.95,10.974,10.055,-0.030843,0.70643,-0.030843,0.70643,0.97529,-10.795,-1482.1,85016
0.098612,0,124.53,10.886,10.109,-0.030843,0.70643,-0.030843,0.70643,3.687,-14.554,-1468,84205
0.10566,0,124.24,10.985,10.061,-0.030843,0.70643,-0.030843,0.70643,2.0362,12.35,-1470.5,84094
0.1127,0,124.12,10.974,9.9155,-0.030843,0.70643,-0.030843,0.70643,-4.8959,16.259,-1459.6,82740
0.11974,0,123.57,10.797,10.01,-0.030843,0.70643,-0.030843,0.70643,-0.55861,6.4012,-1471.8,83412
0.12679,0,123,10.766,9.7497,-0.030843,0.70643,-0.030843,0.70643,-3.8262,-6.9813,-1471.9,84824
0.13383,0,122.24,10.59,9.8028,-0.030843,0.70643,-0.030843,0.70643,-13.73,-10.084,-1481.2,86179
0.14087,0,121.57,10.818,10.039,-0.030843,0.70643,-0.030843,0.70643,-21.965,10.144,-1471.4,86149
0.14792,0,120.94,10.753,9.6885,-0.030843,0.70643,-0.030843,0.70643,-3.895,-4.9241,-1474.8,84455
0.15496,0,120.94,10.622,9.8405,-0.030843,0.70643,-0.030843,0.70643,1.3105,-3.7594,-1477.9,83770
0.16201,0,120.94,10.468,9.8151,-0.030843,0.70643,-0.030843,0.70643,9.1738,13.889,-1462.2,84798
0.16905,0,121.05,10.529,9.9993,-0.030843,0.70643,-0.030843,0.70643,-10.333,-10.627,-1473.3,86121
0.17609,0,120.96,10.626,10.784,-0.030839,0.70643,-0.030845,0.70643,-8.7513,-10.035,-1460.7,84911
0.18314,0,121.27,10.579,10.767,-0.030829,0.70644,-0.03085,0.70643,-6.642,20.394,-1473.5,84294
0.19018,0,121.32,10.53,10.71,-0.030812,0.70644,-0.030859,0.70643,7.871,7.8824,-1460.7,84016
0.19722,0,121.36,10.533,10.858,-0.030788,0.70645,-0.030872,0.70642,-14.664,-5.0002,-1477,85726
0.20427,0,121.51,10.486,10.978,-0.030755,0.70646,-0.030889,0.70641,-14.256,-5.1291,-1453.2,85504
0.21131,0,121.39,10.494,10.962,-0.030715,0.70647,-0.030911,0.7064,-3.1179,1.9769,-1475.8,85516
0.21835,0,121.66,10.69,10.86,-0.030665,0.70648,-0.030938,0.70639,-4.6643,-2.4111,-1471.2,84802
0.2254,0,121.56,10.514,10.999,-0.030605,0.70649,-0.03097,0.70638,4.4342,-0.3392,-1474.1,88156
0.23244,0,121.9,10.439,10.827,-0.030535,0.70651,-0.031009,0.70636,-21.867,4.8484,-1481.2,85797
0.23949,0,121.81,10.426,10.665,-0.030455,0.70653,-0.031055,0.70634,-7.3434,3.1811,-1474.8,83317
0.24653,0,122.04,10.39,10.782,-0.030362,0.70655,-0.031108,0.70633,16.317,2.5207,-1465.5,85678
0.25357,0,122.09,10.531,11.014,-0.030258,0.70658,-0.031168,0.7063,20.206,-5.3831,-1468.7,86298
0.26062,0,122.15,10.591,10.9,-0.03014,0.7066,-0.031237,0.70628,10.446,-8.0353,-1465.1,83883
0.26766,0,122.46,10.545,10.893,-0.030008,0.70663,-0.031315,0.70625,-6.0022,12.605,-1459,85023
0.2747,0,122.47,10.4,11.023,-0.029862,0.70666,-0.031403,0.70622,-18.825,-9.4291,-1472.9,87072
0.28175,0,122.4,10.646,11.03,-0.029701,0.70669,-0.0315,0.70619,-17.828,-7.7855,-1459.7,85938
0.28879,0,122.7,10.595,11.039,-0.029524,0.70673,-0.031608,0.70616,-10.614,-11.106,-1474.8,83538
0.29584,0,122.8,10.722,11.035,-0.02933,0.70677,-0.031728,0.70612,-1.4362,-1.3991,-1479.7,83558
0.30288,0,122.72,10.634,10.91,-0.029119,0.70681,-0.03186,0.70609,-2.066,-5.5055,-1485,85652
0.30992,0,122.97,10.69,10.899,-0.028889,0.70685,-0.032004,0.70604,2.9588,3.7772,-1469.7,84156
0.31697,0,123.15,10.544,11.096,-0.02864,0.7069,-0.032162,0.706,-6.7504,-20.928,-1499.6,84726
0.32401,0,123.25,10.674,11.046,-0.028371,0.70695,-0.032334,0.70595,5.4419,-5.8138,-1450.3,84497
0.33105,0,123.25,10.509,11.03,-0.028081,0.707,-0.032521,0.70591,12.603,-10.161,-1490.2,85432
0.3381,0,123.64,10.658,11.112,-0.02777,0.70706,-0.032723,0.70585,-0.46028,-1.2218,-1473.9,86495
0.34514,0,123.68,10.664,11.033,-0.027436,0.70711,-0.032942,0.7058,22.138,15.419,-1479.2,84853
0.35219,0,123.91,10.708,10.933,-0.027079,0.70717,-0.033178,0.70574,-12.339,-6.7293,-1489.4,83146
0.35923,0,124.01,10.631,11.159,-0.026697,0.70724,-0.033431,0.70568,-25.904,7.1534,-1471.9,84812
0.36627,0,124.13,10.753,11.146,-0.026291,0.7073,-0.033703,0.70562,-4.5446,18.767,-1485.7,84954
0.37332,0,124.25,10.638,11.092,-0.025858,0.70737,-0.033994,0.70555,2.0721,7.5592,-1484.4,84817
0.38036,0,124.2,10.653,10.833,-0.025399,0.70745,-0.034306,0.70548,-4.2599,-8.7349,-1483.2,86163
0.3874,0,124.37,10.818,11.051,-0.024912,0.70752,-0.034638,0.7054,-5.2079,1.8413,-1486.7,85232
0.39445,0,124.53,10.79,11.037,-0.024397,0.7076,-0.034992,0.70533,-13.273,1.2778,-1478.5,84586
0.40149,0,124.47,11.049,11.102,-0.023852,0.70768,-0.035369,0.70525,-1.3078,8.1236,-1486.5,85263
0.40853,0,124.8,10.851,11.267,-0.023277,0.70776,-0.035769,0.70516,1.9137,-0.72074,-1470.3,86027
0.41558,0,125,10.979,11.166,-0.02267,0.70785,-0.036193,0.70507,15.488,0.50919,-1472.8,83358
0.42262,0,124.96,10.885,11.215,-0.022032,0.70793,-0.036642,0.70498,-14.964,4.1006,-1497.5,84976
0.42967,0,125.02,11.058,11.105,-0.02136,0.70802,-0.037118,0.70489,-4.5132,9.9007,-1494.2,83882
0.43671,0,125.29,10.815,10.98,-0.020655,0.70812,-0.037619,0.70479,-11.728,-2.4477,-1481.9,85147
0.44375,0,125.33,10.948,11.051,-0.019914,0.70821,-0.038149,0.70469,3.6796,6.9379,-1501,84804
0.4508,0,125.72,11.05,10.952,-0.019138,0.70831,-0.038707,0.70458,18.111,4.4215,-1475.6,85331
0.45784,0,125.36,10.851,10.875,-0.018326,0.70841,-0.039294,0.70447,12.787,0.30088,-1482.8,84127
0.46488,0,125.58,11.03,10.824,-0.017476,0.70851,-0.039912,0.70435,12.828,-8.0165,-1501.7,83617
0.47193,0,125.68,11.17,10.988,-0.016588,0.70862,-0.04056,0.70423,5.0083,-11.035,-1472,85536
0.47897,0,125.93,11.093,10.961,-0.015661,0.70873,-0.041241,0.7041,-14.671,-7.9339,-1471.7,84078
0.48602,0,126.06,11.047,11.059,-0.014693,0.70883,-0.041954,0.70397,3.982,5.4175,-1490.4,85443
0.49306,0,126.09,11.076,11.037,-0.013685,0.70894,-0.042701,0.70384,1.1034,-6.9627,-1480.6,84158
0.5001,0,126.04,11.218,10.939,-0.012635,0.70906,-0.043483,0.7037,2.7433,-20.665,-1481.8,83704
0.50715,0,126.34,11.126,10.929,-0.011543,0.70917,-0.0443,0.70355,11.305,-2.6459,-1495,84600
0.51419,0,126.52,11.413,10.868,-0.010407,0.70928,-0.045153,0.7034,-24.285,-4.3944,-1488.7,84559
0.52123,0,126.73,11.409,10.908,-0.0092275,0.7094,-0.046044,0.70324,-13.35,-2.3143,-1492.8,84194
0.52828,0,126.79,11.055,10.83,-0.0080027,0.70951,-0.046973,0.70308,4.6536,0.91926,-1491.6,83108
0.53532,0,126.82,11.355,10.828,-0.0067322,0.70963,-0.047941,0.70291,-9.9453,-15.452,-1500.3,84330
0.54237,0,126.76,11.418,10.84,-0.0054152,0.70974,-0.048949,0.70274,2.9109,-3.4149,-1479.9,85504
0.54941,0,126.95,11.54,10.844,-0.0040509,0.70986,-0.049998,0.70255,7.3074,-4.9369,-1479,82899
0.55645,0,127.29,11.504,10.699,-0.0026386,0.70998,-0.051089,0.70236,6.5854,4.1345,-1497.6,82905
0.5635,0,127.15,11.592,10.556,-0.0011775,0.71009,-0.052222,0.70217,2.6144,-7.2424,-1496.3,84177
0.57054,0,127.41,11.609,10.634,0.00033295,0.71021,-0.053399,0.70197,1.901,10.769,-1492.8,85001
0.57758,0,127.37,11.675,10.43,0.0018936,0.71032,-0.05462,0.70175,5.1795,-3.3691,-1498.3,84375
0.58463,0,127.8,11.751,10.661,0.0035051,0.71043,-0.055886,0.70154,1.8768,9.8039,-1480.4,82721
0.59167,0,127.93,11.65,10.609,0.0051681,0.71054,-0.057199,0.70131,4.2346,-2.0654,-1497.1,86651
0.59871,0,127.94,11.843,10.541,0.0068832,0.71065,-0.058558,0.70107,12.977,6.5043,-1489.7,84935
0.60576,0,127.91,11.967,10.668,0.0086512,0.71075,-0.059966,0.70083,11.34,-1.795,-1484.6,84487
0.6128,0,128,11.961,10.43,0.010472,0.71085,-0.061422,0.70058,6.1942,12.608,-1495.9,85145
0.61985,0,128.4,11.986,10.179,0.012348,0.71095,-0.062928,0.70031,11.005,-3.0288,-1489.6,83047
0.62689,0,128.3,12.126,10.218,0.014278,0.71104,-0.064484,0.70004,18.607,8.2803,-1480.8,84275
0.63393,0,128.5,12.264,10.202,0.016263,0.71113,-0.066091,0.69976,-3.599,-9.1096,-1486.8,85945
0.64098,0,128.74,12.321,10.193,0.018303,0.71121,-0.067751,0.69946,5.1588,-7.0985,-1489.5,85208
0.64802,0,128.74,12.372,10.052,0.0204,0.71129,-0.069464,0.69916,3.5849,-0.88156,-1482.3,84811
0.65506,0,128.93,12.472,10.015,0.022554,0.71136,-0.07123,0.69884,3.9811,9.4623,-1497.1,84631
0.66211,0,129.1,12.653,9.9478,0.024764,0.71143,-0.073051,0.69852,9.3785,-1.6154,-1481.6,86612
